timestamp,building,floor,room,equipment,power_kw,energy_kwh
2026-09-03 18:26:48,Research Wing,Ground,AI Research Lab,Computers,1.922,1.922
2026-09-03 18:26:48,Research Wing,Ground,AI Research Lab,Lights,0.33,0.33
2026-09-03 18:26:48,Research Wing,Ground,AI Research Lab,Fans,0.202,0.202
2026-09-03 18:26:48,Research Wing,Ground,AI Research Lab,Server Units,13.81,13.81
2026-09-03 18:26:48,Research Wing,Ground,Server Room,AC,4.928,4.928
2026-09-03 18:26:48,Research Wing,Ground,Server Room,Computers,2.098,2.098
2026-09-03 18:26:48,Research Wing,Ground,Server Room,Lights,0.267,0.267
2026-09-03 18:26:48,Research Wing,Ground,Server Room,Fans,0.172,0.172
2026-09-03 18:26:48,Research Wing,Ground,Server Room,Server Units,4.099,4.099
2026-09-03 19:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25
2026-09-03 19:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08
2026-09-03 19:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02
2026-09-03 19:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015
2026-09-03 19:26:48,Main Block,Ground,Lab 101,Server Units,4.385,4.385
2026-09-03 19:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25
2026-09-03 19:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08
2026-09-03 19:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02
2026-09-03 19:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015
2026-09-03 19:26:48,Main Block,First,Computer Lab 201,Server Units,3.745,3.745
2026-09-03 19:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25
2026-09-03 19:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08
2026-09-03 19:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02
2026-09-03 19:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015
2026-09-03 19:26:48,Research Wing,Ground,AI Research Lab,Server Units,12.914,12.914
2026-09-03 19:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25
2026-09-03 19:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08
2026-09-03 19:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02
2026-09-03 19:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015
2026-09-03 19:26:48,Research Wing,Ground,Server Room,Server Units,4.842,4.842
2026-09-03 20:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25
2026-09-03 20:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08
2026-09-03 20:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02
2026-09-03 20:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015
2026-09-03 20:26:48,Main Block,Ground,Lab 101,Server Units,4.791,4.791
2026-09-03 20:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25
2026-09-03 20:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08
2026-09-03 20:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02
2026-09-03 20:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015
2026-09-03 20:26:48,Main Block,First,Computer Lab 201,Server Units,4.77,4.77
2026-09-03 20:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25
2026-09-03 20:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08
2026-09-03 20:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02
2026-09-03 20:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015
2026-09-03 20:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.881,4.881
2026-09-03 20:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25
2026-09-03 20:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08
2026-09-03 20:26:48,Research Wing,Ground,Server Room,Lights,0.06,0.06
2026-09-03 20:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015
2026-09-03 20:26:48,Research Wing,Ground,Server Room,Server Units,4.178,4.178
2026-09-03 21:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25
2026-09-03 21:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08
2026-09-03 21:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02
2026-09-03 21:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015
2026-09-03 21:26:48,Main Block,Ground,Lab 101,Server Units,4.779,4.779
2026-09-03 21:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25
2026-09-03 21:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08
2026-09-03 21:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02
2026-09-03 21:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015
2026-09-03 21:26:48,Main Block,First,Computer Lab 201,Server Units,4.348,4.348
2026-09-03 21:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25
2026-09-03 21:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08
2026-09-03 21:26:48,Research Wing,Ground,AI Research Lab,Lights,0.06,0.06
2026-09-03 21:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015
2026-09-03 21:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.173,4.173
2026-09-03 21:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25
2026-09-03 21:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08
2026-09-03 21:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02
2026-09-03 21:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015
2026-09-03 21:26:48,Research Wing,Ground,Server Room,Server Units,5.035,5.035
2026-09-03 22:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25
2026-09-03 22:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08
2026-09-03 22:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02
2026-09-03 22:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015
2026-09-03 22:26:48,Main Block,Ground,Lab 101,Server Units,5.011,5.011
2026-09-03 22:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25
2026-09-03 22:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08
2026-09-03 22:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02
2026-09-03 22:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015
2026-09-03 22:26:48,Main Block,First,Computer Lab 201,Server Units,4.54,4.54
2026-09-03 22:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25
2026-09-03 22:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08
2026-09-03 22:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02
2026-09-03 22:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015
2026-09-03 22:26:48,Research Wing,Ground,AI Research Lab,Server Units,3.742,3.742
2026-09-03 22:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25
2026-09-03 22:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08
2026-09-03 22:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02
2026-09-03 22:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015
2026-09-03 22:26:48,Research Wing,Ground,Server Room,Server Units,4.221,4.221
2026-09-03 23:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25
2026-09-03 23:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08
2026-09-03 23:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02
2026-09-03 23:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015
2026-09-03 23:26:48,Main Block,Ground,Lab 101,Server Units,4.69,4.69
2026-09-03 23:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25
2026-09-03 23:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08
2026-09-03 23:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02
2026-09-03 23:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015
2026-09-03 23:26:48,Main Block,First,Computer Lab 201,Server Units,3.908,3.908
2026-09-03 23:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25
2026-09-03 23:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08
2026-09-03 23:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02
2026-09-03 23:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015
2026-09-03 23:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.137,4.137
2026-09-03 23:26:48,Research Wing,Ground,Server Room,AC,0.75,0.75
2026-09-03 23:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08
2026-09-03 23:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02
2026-09-03 23:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015
2026-09-03 23:26:48,Research Wing,Ground,Server Room,Server Units,4.604,4.604
2026-09-04 00:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25
2026-09-04 00:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08
2026-09-04 00:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02
2026-09-04 00:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015
2026-09-04 00:26:48,Main Block,Ground,Lab 101,Server Units,4.791,4.791
2026-09-04 00:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25
2026-09-04 00:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08
2026-09-04 00:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02
2026-09-04 00:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015
2026-09-04 00:26:48,Main Block,First,Computer Lab 201,Server Units,4.82,4.82
2026-09-04 00:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25
2026-09-04 00:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08
2026-09-04 00:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02
2026-09-04 00:26:48,Research Wing,Ground,AI Research Lab,Fans,0.045,0.045
2026-09-04 00:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.063,4.063
2026-09-04 00:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25
2026-09-04 00:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08
2026-09-04 00:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02
2026-09-04 00:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015
2026-09-04 00:26:48,Research Wing,Ground,Server Room,Server Units,3.997,3.997
2026-09-04 01:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25
2026-09-04 01:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08
2026-09-04 01:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02
2026-09-04 01:26:48,Main Block,Ground,Lab 101,Fans,0.045,0.045
2026-09-04 01:26:48,Main Block,Ground,Lab 101,Server Units,4.731,4.731
2026-09-04 01:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25
2026-09-04 01:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08
2026-09-04 01:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02
2026-09-04 01:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015
2026-09-04 01:26:48,Main Block,First,Computer Lab 201,Server Units,4.424,4.424
2026-09-04 01:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25
2026-09-04 01:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08
2026-09-04 01:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02
2026-09-04 01:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015
2026-09-04 01:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.621,4.621
2026-09-04 01:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25
2026-09-04 01:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08
2026-09-04 01:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02
2026-09-04 01:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015
2026-09-04 01:26:48,Research Wing,Ground,Server Room,Server Units,4.689,4.689
2026-09-04 02:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25
2026-09-04 02:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08
2026-09-04 02:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02
2026-09-04 02:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015
2026-09-04 02:26:48,Main Block,Ground,Lab 101,Server Units,4.367,4.367
2026-09-04 02:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25
2026-09-04 02:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08
2026-09-04 02:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02
2026-09-04 02:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015
2026-09-04 02:26:48,Main Block,First,Computer Lab 201,Server Units,4.567,4.567
2026-09-04 02:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25
2026-09-04 02:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08
2026-09-04 02:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02
2026-09-04 02:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015
2026-09-04 02:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.453,4.453
2026-09-04 02:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25
2026-09-04 02:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08
2026-09-04 02:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02
2026-09-04 02:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015
2026-09-04 02:26:48,Research Wing,Ground,Server Room,Server Units,4.278,4.278
2026-09-04 03:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25
2026-09-04 03:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08
2026-09-04 03:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02
2026-09-04 03:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015
2026-09-04 03:26:48,Main Block,Ground,Lab 101,Server Units,4.511,4.511
2026-09-04 03:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25
2026-09-04 03:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08
2026-09-04 03:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02
2026-09-04 03:26:48,Main Block,First,Computer Lab 201,Fans,0.045,0.045
2026-09-04 03:26:48,Main Block,First,Computer Lab 201,Server Units,4.204,4.204
2026-09-04 03:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25
2026-09-04 03:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08
2026-09-04 03:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02
2026-09-04 03:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015
2026-09-04 03:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.461,4.461
2026-09-04 03:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25
2026-09-04 03:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08
2026-09-04 03:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02
2026-09-04 03:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015
2026-09-04 03:26:48,Research Wing,Ground,Server Room,Server Units,4.184,4.184
2026-09-04 04:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25
2026-09-04 04:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08
2026-09-04 04:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02
2026-09-04 04:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015
2026-09-04 04:26:48,Main Block,Ground,Lab 101,Server Units,4.561,4.561
2026-09-04 04:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25
2026-09-04 04:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08
2026-09-04 04:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02
2026-09-04 04:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015
2026-09-04 04:26:48,Main Block,First,Computer Lab 201,Server Units,3.919,3.919
2026-09-04 04:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25
2026-09-04 04:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08
2026-09-04 04:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02
2026-09-04 04:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015
2026-09-04 04:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.745,4.745
2026-09-04 04:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25
2026-09-04 04:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08
2026-09-04 04:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02
2026-09-04 04:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015
2026-09-04 04:26:48,Research Wing,Ground,Server Room,Server Units,3.766,3.766
