timestamp,building,floor,room,equipment,power_kw,energy_kwh,hour,day_of_week,is_weekend
2026-09-03 13:26:48,Main Block,Ground,Lab 101,AC,4.776,4.776,13,3,0
2026-09-03 13:26:48,Main Block,Ground,Lab 101,Computers,1.837,1.837,13,3,0
2026-09-03 13:26:48,Main Block,Ground,Lab 101,Lights,0.262,0.262,13,3,0
2026-09-03 13:26:48,Main Block,Ground,Lab 101,Fans,0.172,0.172,13,3,0
2026-09-03 13:26:48,Main Block,Ground,Lab 101,Server Units,4.579,4.579,13,3,0
2026-09-03 13:26:48,Main Block,First,Computer Lab 201,AC,4.325,4.325,13,3,0
2026-09-03 13:26:48,Main Block,First,Computer Lab 201,Computers,1.86,1.86,13,3,0
2026-09-03 13:26:48,Main Block,First,Computer Lab 201,Lights,0.313,0.313,13,3,0
2026-09-03 13:26:48,Main Block,First,Computer Lab 201,Fans,0.176,0.176,13,3,0
2026-09-03 13:26:48,Main Block,First,Computer Lab 201,Server Units,3.956,3.956,13,3,0
2026-09-03 13:26:48,Research Wing,Ground,AI Research Lab,AC,5.161,5.161,13,3,0
2026-09-03 13:26:48,Research Wing,Ground,AI Research Lab,Computers,2.034,2.034,13,3,0
2026-09-03 13:26:48,Research Wing,Ground,AI Research Lab,Lights,0.331,0.331,13,3,0
2026-09-03 13:26:48,Research Wing,Ground,AI Research Lab,Fans,0.179,0.179,13,3,0
2026-09-03 13:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.156,4.156,13,3,0
2026-09-03 13:26:48,Research Wing,Ground,Server Room,AC,4.11,4.11,13,3,0
2026-09-03 13:26:48,Research Wing,Ground,Server Room,Computers,2.226,2.226,13,3,0
2026-09-03 13:26:48,Research Wing,Ground,Server Room,Lights,0.314,0.314,13,3,0
2026-09-03 13:26:48,Research Wing,Ground,Server Room,Fans,0.219,0.219,13,3,0
2026-09-03 13:26:48,Research Wing,Ground,Server Room,Server Units,4.09,4.09,13,3,0
2026-09-03 14:26:48,Main Block,Ground,Lab 101,AC,4.583,4.583,14,3,0
2026-09-03 14:26:48,Main Block,Ground,Lab 101,Computers,2.051,2.051,14,3,0
2026-09-03 14:26:48,Main Block,Ground,Lab 101,Lights,0.291,0.291,14,3,0
2026-09-03 14:26:48,Main Block,Ground,Lab 101,Fans,0.224,0.224,14,3,0
2026-09-03 14:26:48,Main Block,Ground,Lab 101,Server Units,3.86,3.86,14,3,0
2026-09-03 14:26:48,Main Block,First,Computer Lab 201,AC,3.973,3.973,14,3,0
2026-09-03 14:26:48,Main Block,First,Computer Lab 201,Computers,2.175,2.175,14,3,0
2026-09-03 14:26:48,Main Block,First,Computer Lab 201,Lights,0.261,0.261,14,3,0
2026-09-03 14:26:48,Main Block,First,Computer Lab 201,Fans,0.224,0.224,14,3,0
2026-09-03 14:26:48,Main Block,First,Computer Lab 201,Server Units,5.022,5.022,14,3,0
2026-09-03 14:26:48,Research Wing,Ground,AI Research Lab,AC,3.84,3.84,14,3,0
2026-09-03 14:26:48,Research Wing,Ground,AI Research Lab,Computers,2.109,2.109,14,3,0
2026-09-03 14:26:48,Research Wing,Ground,AI Research Lab,Lights,0.279,0.279,14,3,0
2026-09-03 14:26:48,Research Wing,Ground,AI Research Lab,Fans,0.172,0.172,14,3,0
2026-09-03 14:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.339,4.339,14,3,0
2026-09-03 14:26:48,Research Wing,Ground,Server Room,AC,5.007,5.007,14,3,0
2026-09-03 14:26:48,Research Wing,Ground,Server Room,Computers,2.0,2.0,14,3,0
2026-09-03 14:26:48,Research Wing,Ground,Server Room,Lights,0.337,0.337,14,3,0
2026-09-03 14:26:48,Research Wing,Ground,Server Room,Fans,0.183,0.183,14,3,0
2026-09-03 14:26:48,Research Wing,Ground,Server Room,Server Units,4.544,4.544,14,3,0
2026-09-03 15:26:48,Main Block,Ground,Lab 101,AC,4.854,4.854,15,3,0
2026-09-03 15:26:48,Main Block,Ground,Lab 101,Computers,2.167,2.167,15,3,0
2026-09-03 15:26:48,Main Block,Ground,Lab 101,Lights,0.255,0.255,15,3,0
2026-09-03 15:26:48,Main Block,Ground,Lab 101,Fans,0.167,0.167,15,3,0
2026-09-03 15:26:48,Main Block,Ground,Lab 101,Server Units,4.9,4.9,15,3,0
2026-09-03 15:26:48,Main Block,First,Computer Lab 201,AC,4.24,4.24,15,3,0
2026-09-03 15:26:48,Main Block,First,Computer Lab 201,Computers,2.227,2.227,15,3,0
2026-09-03 15:26:48,Main Block,First,Computer Lab 201,Lights,0.263,0.263,15,3,0
2026-09-03 15:26:48,Main Block,First,Computer Lab 201,Fans,0.17,0.17,15,3,0
2026-09-03 15:26:48,Main Block,First,Computer Lab 201,Server Units,4.751,4.751,15,3,0
2026-09-03 15:26:48,Research Wing,Ground,AI Research Lab,AC,4.467,4.467,15,3,0
2026-09-03 15:26:48,Research Wing,Ground,AI Research Lab,Computers,1.859,1.859,15,3,0
2026-09-03 15:26:48,Research Wing,Ground,AI Research Lab,Lights,0.293,0.293,15,3,0
2026-09-03 15:26:48,Research Wing,Ground,AI Research Lab,Fans,0.197,0.197,15,3,0
2026-09-03 15:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.006,4.006,15,3,0
2026-09-03 15:26:48,Research Wing,Ground,Server Room,AC,5.168,5.168,15,3,0
2026-09-03 15:26:48,Research Wing,Ground,Server Room,Computers,1.963,1.963,15,3,0
2026-09-03 15:26:48,Research Wing,Ground,Server Room,Lights,0.266,0.266,15,3,0
2026-09-03 15:26:48,Research Wing,Ground,Server Room,Fans,0.186,0.186,15,3,0
2026-09-03 15:26:48,Research Wing,Ground,Server Room,Server Units,4.044,4.044,15,3,0
2026-09-03 16:26:48,Main Block,Ground,Lab 101,AC,3.921,3.921,16,3,0
2026-09-03 16:26:48,Main Block,Ground,Lab 101,Computers,1.837,1.837,16,3,0
2026-09-03 16:26:48,Main Block,Ground,Lab 101,Lights,0.332,0.332,16,3,0
2026-09-03 16:26:48,Main Block,Ground,Lab 101,Fans,0.18,0.18,16,3,0
2026-09-03 16:26:48,Main Block,Ground,Lab 101,Server Units,4.023,4.023,16,3,0
2026-09-03 16:26:48,Main Block,First,Computer Lab 201,AC,5.088,5.088,16,3,0
2026-09-03 16:26:48,Main Block,First,Computer Lab 201,Computers,1.984,1.984,16,3,0
2026-09-03 16:26:48,Main Block,First,Computer Lab 201,Lights,0.328,0.328,16,3,0
2026-09-03 16:26:48,Main Block,First,Computer Lab 201,Fans,0.171,0.171,16,3,0
2026-09-03 16:26:48,Main Block,First,Computer Lab 201,Server Units,4.299,4.299,16,3,0
2026-09-03 16:26:48,Research Wing,Ground,AI Research Lab,AC,4.809,4.809,16,3,0
2026-09-03 16:26:48,Research Wing,Ground,AI Research Lab,Computers,2.29,2.29,16,3,0
2026-09-03 16:26:48,Research Wing,Ground,AI Research Lab,Lights,0.291,0.291,16,3,0
2026-09-03 16:26:48,Research Wing,Ground,AI Research Lab,Fans,0.216,0.216,16,3,0
2026-09-03 16:26:48,Research Wing,Ground,AI Research Lab,Server Units,3.991,3.991,16,3,0
2026-09-03 16:26:48,Research Wing,Ground,Server Room,AC,4.395,4.395,16,3,0
2026-09-03 16:26:48,Research Wing,Ground,Server Room,Computers,1.85,1.85,16,3,0
2026-09-03 16:26:48,Research Wing,Ground,Server Room,Lights,0.295,0.295,16,3,0
2026-09-03 16:26:48,Research Wing,Ground,Server Room,Fans,0.198,0.198,16,3,0
2026-09-03 16:26:48,Research Wing,Ground,Server Room,Server Units,5.059,5.059,16,3,0
2026-09-03 17:26:48,Main Block,Ground,Lab 101,AC,5.133,5.133,17,3,0
2026-09-03 17:26:48,Main Block,Ground,Lab 101,Computers,2.209,2.209,17,3,0
2026-09-03 17:26:48,Main Block,Ground,Lab 101,Lights,0.299,0.299,17,3,0
2026-09-03 17:26:48,Main Block,Ground,Lab 101,Fans,0.189,0.189,17,3,0
2026-09-03 17:26:48,Main Block,Ground,Lab 101,Server Units,4.24,4.24,17,3,0
2026-09-03 17:26:48,Main Block,First,Computer Lab 201,AC,4.183,4.183,17,3,0
2026-09-03 17:26:48,Main Block,First,Computer Lab 201,Computers,1.973,1.973,17,3,0
2026-09-03 17:26:48,Main Block,First,Computer Lab 201,Lights,0.341,0.341,17,3,0
2026-09-03 17:26:48,Main Block,First,Computer Lab 201,Fans,0.198,0.198,17,3,0
2026-09-03 17:26:48,Main Block,First,Computer Lab 201,Server Units,3.944,3.944,17,3,0
2026-09-03 17:26:48,Research Wing,Ground,AI Research Lab,AC,5.133,5.133,17,3,0
2026-09-03 17:26:48,Research Wing,Ground,AI Research Lab,Computers,2.025,2.025,17,3,0
2026-09-03 17:26:48,Research Wing,Ground,AI Research Lab,Lights,0.26,0.26,17,3,0
2026-09-03 17:26:48,Research Wing,Ground,AI Research Lab,Fans,0.195,0.195,17,3,0
2026-09-03 17:26:48,Research Wing,Ground,AI Research Lab,Server Units,3.948,3.948,17,3,0
2026-09-03 17:26:48,Research Wing,Ground,Server Room,AC,3.933,3.933,17,3,0
2026-09-03 17:26:48,Research Wing,Ground,Server Room,Computers,2.057,2.057,17,3,0
2026-09-03 17:26:48,Research Wing,Ground,Server Room,Lights,0.276,0.276,17,3,0
2026-09-03 17:26:48,Research Wing,Ground,Server Room,Fans,0.218,0.218,17,3,0
2026-09-03 17:26:48,Research Wing,Ground,Server Room,Server Units,4.525,4.525,17,3,0
2026-09-03 18:26:48,Main Block,Ground,Lab 101,AC,4.391,4.391,18,3,0
2026-09-03 18:26:48,Main Block,Ground,Lab 101,Computers,2.014,2.014,18,3,0
2026-09-03 18:26:48,Main Block,Ground,Lab 101,Lights,0.273,0.273,18,3,0
2026-09-03 18:26:48,Main Block,Ground,Lab 101,Fans,0.18,0.18,18,3,0
2026-09-03 18:26:48,Main Block,Ground,Lab 101,Server Units,4.627,4.627,18,3,0
2026-09-03 18:26:48,Main Block,First,Computer Lab 201,AC,4.252,4.252,18,3,0
2026-09-03 18:26:48,Main Block,First,Computer Lab 201,Computers,1.744,1.744,18,3,0
2026-09-03 18:26:48,Main Block,First,Computer Lab 201,Lights,0.345,0.345,18,3,0
2026-09-03 18:26:48,Main Block,First,Computer Lab 201,Fans,0.17,0.17,18,3,0
2026-09-03 18:26:48,Main Block,First,Computer Lab 201,Server Units,4.09,4.09,18,3,0
2026-09-03 18:26:48,Research Wing,Ground,AI Research Lab,AC,5.014,5.014,18,3,0
2026-09-03 18:26:48,Research Wing,Ground,AI Research Lab,Computers,1.922,1.922,18,3,0
2026-09-03 18:26:48,Research Wing,Ground,AI Research Lab,Lights,0.33,0.33,18,3,0
2026-09-03 18:26:48,Research Wing,Ground,AI Research Lab,Fans,0.202,0.202,18,3,0
2026-09-03 18:26:48,Research Wing,Ground,AI Research Lab,Server Units,13.81,13.81,18,3,0
2026-09-03 18:26:48,Research Wing,Ground,Server Room,AC,4.928,4.928,18,3,0
2026-09-03 18:26:48,Research Wing,Ground,Server Room,Computers,2.098,2.098,18,3,0
2026-09-03 18:26:48,Research Wing,Ground,Server Room,Lights,0.267,0.267,18,3,0
2026-09-03 18:26:48,Research Wing,Ground,Server Room,Fans,0.172,0.172,18,3,0
2026-09-03 18:26:48,Research Wing,Ground,Server Room,Server Units,4.099,4.099,18,3,0
2026-09-03 19:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25,19,3,0
2026-09-03 19:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08,19,3,0
2026-09-03 19:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02,19,3,0
2026-09-03 19:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015,19,3,0
2026-09-03 19:26:48,Main Block,Ground,Lab 101,Server Units,4.385,4.385,19,3,0
2026-09-03 19:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25,19,3,0
2026-09-03 19:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08,19,3,0
2026-09-03 19:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02,19,3,0
2026-09-03 19:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015,19,3,0
2026-09-03 19:26:48,Main Block,First,Computer Lab 201,Server Units,3.745,3.745,19,3,0
2026-09-03 19:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25,19,3,0
2026-09-03 19:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08,19,3,0
2026-09-03 19:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02,19,3,0
2026-09-03 19:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015,19,3,0
2026-09-03 19:26:48,Research Wing,Ground,AI Research Lab,Server Units,12.914,12.914,19,3,0
2026-09-03 19:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25,19,3,0
2026-09-03 19:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08,19,3,0
2026-09-03 19:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02,19,3,0
2026-09-03 19:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015,19,3,0
2026-09-03 19:26:48,Research Wing,Ground,Server Room,Server Units,4.842,4.842,19,3,0
2026-09-03 20:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25,20,3,0
2026-09-03 20:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08,20,3,0
2026-09-03 20:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02,20,3,0
2026-09-03 20:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015,20,3,0
2026-09-03 20:26:48,Main Block,Ground,Lab 101,Server Units,4.791,4.791,20,3,0
2026-09-03 20:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25,20,3,0
2026-09-03 20:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08,20,3,0
2026-09-03 20:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02,20,3,0
2026-09-03 20:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015,20,3,0
2026-09-03 20:26:48,Main Block,First,Computer Lab 201,Server Units,4.77,4.77,20,3,0
2026-09-03 20:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25,20,3,0
2026-09-03 20:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08,20,3,0
2026-09-03 20:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02,20,3,0
2026-09-03 20:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015,20,3,0
2026-09-03 20:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.881,4.881,20,3,0
2026-09-03 20:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25,20,3,0
2026-09-03 20:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08,20,3,0
2026-09-03 20:26:48,Research Wing,Ground,Server Room,Lights,0.06,0.06,20,3,0
2026-09-03 20:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015,20,3,0
2026-09-03 20:26:48,Research Wing,Ground,Server Room,Server Units,4.178,4.178,20,3,0
2026-09-03 21:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25,21,3,0
2026-09-03 21:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08,21,3,0
2026-09-03 21:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02,21,3,0
2026-09-03 21:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015,21,3,0
2026-09-03 21:26:48,Main Block,Ground,Lab 101,Server Units,4.779,4.779,21,3,0
2026-09-03 21:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25,21,3,0
2026-09-03 21:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08,21,3,0
2026-09-03 21:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02,21,3,0
2026-09-03 21:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015,21,3,0
2026-09-03 21:26:48,Main Block,First,Computer Lab 201,Server Units,4.348,4.348,21,3,0
2026-09-03 21:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25,21,3,0
2026-09-03 21:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08,21,3,0
2026-09-03 21:26:48,Research Wing,Ground,AI Research Lab,Lights,0.06,0.06,21,3,0
2026-09-03 21:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015,21,3,0
2026-09-03 21:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.173,4.173,21,3,0
2026-09-03 21:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25,21,3,0
2026-09-03 21:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08,21,3,0
2026-09-03 21:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02,21,3,0
2026-09-03 21:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015,21,3,0
2026-09-03 21:26:48,Research Wing,Ground,Server Room,Server Units,5.035,5.035,21,3,0
2026-09-03 22:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25,22,3,0
2026-09-03 22:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08,22,3,0
2026-09-03 22:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02,22,3,0
2026-09-03 22:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015,22,3,0
2026-09-03 22:26:48,Main Block,Ground,Lab 101,Server Units,5.011,5.011,22,3,0
2026-09-03 22:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25,22,3,0
2026-09-03 22:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08,22,3,0
2026-09-03 22:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02,22,3,0
2026-09-03 22:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015,22,3,0
2026-09-03 22:26:48,Main Block,First,Computer Lab 201,Server Units,4.54,4.54,22,3,0
2026-09-03 22:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25,22,3,0
2026-09-03 22:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08,22,3,0
2026-09-03 22:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02,22,3,0
2026-09-03 22:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015,22,3,0
2026-09-03 22:26:48,Research Wing,Ground,AI Research Lab,Server Units,3.742,3.742,22,3,0
2026-09-03 22:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25,22,3,0
2026-09-03 22:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08,22,3,0
2026-09-03 22:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02,22,3,0
2026-09-03 22:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015,22,3,0
2026-09-03 22:26:48,Research Wing,Ground,Server Room,Server Units,4.221,4.221,22,3,0
2026-09-03 23:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25,23,3,0
2026-09-03 23:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08,23,3,0
2026-09-03 23:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02,23,3,0
2026-09-03 23:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015,23,3,0
2026-09-03 23:26:48,Main Block,Ground,Lab 101,Server Units,4.69,4.69,23,3,0
2026-09-03 23:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25,23,3,0
2026-09-03 23:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08,23,3,0
2026-09-03 23:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02,23,3,0
2026-09-03 23:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015,23,3,0
2026-09-03 23:26:48,Main Block,First,Computer Lab 201,Server Units,3.908,3.908,23,3,0
2026-09-03 23:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25,23,3,0
2026-09-03 23:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08,23,3,0
2026-09-03 23:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02,23,3,0
2026-09-03 23:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015,23,3,0
2026-09-03 23:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.137,4.137,23,3,0
2026-09-03 23:26:48,Research Wing,Ground,Server Room,AC,0.75,0.75,23,3,0
2026-09-03 23:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08,23,3,0
2026-09-03 23:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02,23,3,0
2026-09-03 23:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015,23,3,0
2026-09-03 23:26:48,Research Wing,Ground,Server Room,Server Units,4.604,4.604,23,3,0
2026-09-04 00:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25,0,4,0
2026-09-04 00:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08,0,4,0
2026-09-04 00:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02,0,4,0
2026-09-04 00:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015,0,4,0
2026-09-04 00:26:48,Main Block,Ground,Lab 101,Server Units,4.791,4.791,0,4,0
2026-09-04 00:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25,0,4,0
2026-09-04 00:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08,0,4,0
2026-09-04 00:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02,0,4,0
2026-09-04 00:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015,0,4,0
2026-09-04 00:26:48,Main Block,First,Computer Lab 201,Server Units,4.82,4.82,0,4,0
2026-09-04 00:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25,0,4,0
2026-09-04 00:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08,0,4,0
2026-09-04 00:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02,0,4,0
2026-09-04 00:26:48,Research Wing,Ground,AI Research Lab,Fans,0.045,0.045,0,4,0
2026-09-04 00:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.063,4.063,0,4,0
2026-09-04 00:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25,0,4,0
2026-09-04 00:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08,0,4,0
2026-09-04 00:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02,0,4,0
2026-09-04 00:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015,0,4,0
2026-09-04 00:26:48,Research Wing,Ground,Server Room,Server Units,3.997,3.997,0,4,0
2026-09-04 01:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25,1,4,0
2026-09-04 01:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08,1,4,0
2026-09-04 01:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02,1,4,0
2026-09-04 01:26:48,Main Block,Ground,Lab 101,Fans,0.045,0.045,1,4,0
2026-09-04 01:26:48,Main Block,Ground,Lab 101,Server Units,4.731,4.731,1,4,0
2026-09-04 01:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25,1,4,0
2026-09-04 01:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08,1,4,0
2026-09-04 01:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02,1,4,0
2026-09-04 01:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015,1,4,0
2026-09-04 01:26:48,Main Block,First,Computer Lab 201,Server Units,4.424,4.424,1,4,0
2026-09-04 01:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25,1,4,0
2026-09-04 01:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08,1,4,0
2026-09-04 01:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02,1,4,0
2026-09-04 01:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015,1,4,0
2026-09-04 01:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.621,4.621,1,4,0
2026-09-04 01:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25,1,4,0
2026-09-04 01:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08,1,4,0
2026-09-04 01:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02,1,4,0
2026-09-04 01:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015,1,4,0
2026-09-04 01:26:48,Research Wing,Ground,Server Room,Server Units,4.689,4.689,1,4,0
2026-09-04 02:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25,2,4,0
2026-09-04 02:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08,2,4,0
2026-09-04 02:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02,2,4,0
2026-09-04 02:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015,2,4,0
2026-09-04 02:26:48,Main Block,Ground,Lab 101,Server Units,4.367,4.367,2,4,0
2026-09-04 02:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25,2,4,0
2026-09-04 02:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08,2,4,0
2026-09-04 02:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02,2,4,0
2026-09-04 02:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015,2,4,0
2026-09-04 02:26:48,Main Block,First,Computer Lab 201,Server Units,4.567,4.567,2,4,0
2026-09-04 02:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25,2,4,0
2026-09-04 02:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08,2,4,0
2026-09-04 02:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02,2,4,0
2026-09-04 02:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015,2,4,0
2026-09-04 02:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.453,4.453,2,4,0
